DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,DAYOFYEAR,TMAX,TMIN,TAVE,DHUMID,DSRAD,DPPT,SMAX,SMIN,S_AVE,WAVE
AWE01,2,1994,9,5,HQ01,248,29.43,17.47,23.365,78.354,454.72,0,24.84,23.35,24.095,.
AWE01,2,1994,9,6,HQ01,249,27.6,12.34,20.33,73.186,557.25,0,24.8,23.1,23.994,.
AWE01,2,1994,9,7,HQ01,250,26.44,16.16,20.659,74.951,268.15,0,24.26,23.06,23.618,.
AWE01,2,1994,9,8,HQ01,251,30.27,15.27,22.733,70.743,538.54,0,24.45,22.64,23.477,.
AWE01,2,1994,9,9,HQ01,252,29.81,16.61,22.912,74.888,478.19,0,24.68,23.18,23.883,.
AWE01,2,1994,9,10,HQ01,253,29.65,18.95,23.472,72.793,422.15,0,24.6,23.38,24.032,.
AWE01,2,1994,9,11,HQ01,254,30.38,18.54,24.046,68.316,499.09,0,24.61,23.12,23.881,.
AWE01,2,1994,9,12,HQ01,255,31.34,19.7,25.45,71.205,469.26,0,24.7,23.51,24.149,.
AWE01,2,1994,9,13,HQ01,256,32.9,22.11,27.03,68.714,478.62,0,25.05,23.78,24.396,.
AWE01,2,1994,9,14,HQ01,257,33.15,23.5,27.907,65.869,456.76,0,25.37,24.19,24.735,.
AWE01,2,1994,9,15,HQ01,258,28.33,20.67,24.693,64.56,301.75,0,25.22,24.38,24.811,.
AWE01,2,1994,9,16,HQ01,259,27.09,10.21,18.788,57.899,531.44,0,24.71,23.05,23.721,.
AWE01,2,1994,9,17,HQ01,260,24.19,6.225,14.989,73.751,518.32,0,23.53,21.68,22.501,.
AWE01,2,1994,9,18,HQ01,261,26.93,6.129,16.632,71.386,517.11,0,22.64,20.96,21.791,.
AWE01,2,1994,9,19,HQ01,262,29.14,10.24,19.915,66.708,509.24,0,22.64,20.92,21.747,.
AWE01,2,1994,9,20,HQ01,263,29.09,13.21,22.037,62.257,439.92,0,22.92,21.39,22.127,.
AWE01,2,1994,9,21,HQ01,264,22.7,10.59,18.683,80.351,154.12,3,22.87,21.76,22.348,.
AWE01,2,1994,9,22,HQ01,265,12.06,6.281,9.4295,82.496,191.97,2.4,22.22,19.22,20.643,.
AWE01,2,1994,9,23,HQ01,266,10.07,6.937,8.6665,93.071,122.31,0.7,19.21,17.93,18.581,.
AWE01,2,1994,9,24,HQ01,267,19.65,5.459,12.176,78.897,432.34,0.4,18.84,17.16,17.881,.
AWE01,2,1994,9,25,HQ01,268,25.54,12.64,18.027,79.569,368.42,0.2,19.89,18.44,18.988,.
AWE01,2,1994,9,26,HQ01,269,21.18,7.13,14.481,68.36,484.15,0,19.66,18.59,19.17,.
AWE01,2,1994,9,27,HQ01,270,28.77,3.486,15.831,67.244,432.38,0,19.48,17.78,18.583,.
AWE01,2,1994,9,28,HQ01,271,26.09,8.14,16.751,69.005,462.69,0,19.65,18.18,18.869,.
AWE01,2,1994,9,29,HQ01,272,32.85,13.58,23.395,60.173,446.14,0,20.28,18.7,19.345,.
AWE01,2,1994,9,30,HQ01,273,34.59,21.32,27.08,39.131,450.87,0,20.87,19.83,20.242,.
AWE01,2,1994,10,1,HQ01,274,30.96,16.91,22.661,63.176,446.22,0,21.47,20.14,20.669,.
AWE01,2,1994,10,2,HQ01,275,27.67,14.6,20.765,77.504,283.56,2.6,21.35,20.46,20.865,.
AWE01,2,1994,10,3,HQ01,276,24.63,15.1,19.111,87.968,274.74,0,21.45,20.38,20.878,.
AWE01,2,1994,10,4,HQ01,277,24.53,13.96,17.834,85.513,332.82,0,21.24,20.25,20.716,.
AWE01,2,1994,10,5,HQ01,278,24.45,13.79,17.815,91.621,227.63,15.3,20.85,19.15,20.195,.
AWE01,2,1994,10,6,HQ01,279,28.75,17.56,23.172,68.536,250.08,9.2,20.93,20.27,20.571,.
AWE01,2,1994,10,7,HQ01,280,20.01,11.4,15.741,71.05,254.43,0,20.75,19.43,19.969,.
AWE01,2,1994,10,8,HQ01,281,18.58,4.703,12.375,69.788,427.18,0,19.61,18.66,19.03,.
AWE01,2,1994,10,9,HQ01,282,21.54,0.672,10.87,66.178,437.11,0,18.52,16.88,17.59,.
AWE01,2,1994,10,10,HQ01,283,21.74,4.072,13.036,61.692,423.45,0,17.87,16.58,17.245,.
AWE01,2,1994,10,11,HQ01,284,19.88,4.361,12.098,58.311,431.28,0,17.74,16.42,17.046,.
AWE01,2,1994,10,12,HQ01,285,22.54,3.238,12.801,74.957,418.03,0,17.23,15.73,16.536,.
AWE01,2,1994,10,13,HQ01,286,23.68,6.138,14.285,82.566,358.37,0,17.46,16.19,16.748,.
AWE01,2,1994,10,14,HQ01,287,21.25,8.36,14.517,81.088,223.79,0,17.29,16.21,16.767,.
AWE01,2,1994,10,15,HQ01,288,15.83,13.26,14.681,95.321,63.404,4.6,17.37,16.58,16.963,.
AWE01,2,1994,10,16,HQ01,289,19.41,15.72,17.627,97.667,110.08,0.2,18.29,16.88,17.383,.
AWE01,2,1994,10,17,HQ01,290,21.57,18.6,19.808,96.221,77.707,3.1,19.01,17.71,18.314,.
AWE01,2,1994,10,18,HQ01,291,21.11,8.01,14.583,82.276,253.27,0,19.01,18.04,18.429,.
AWE01,2,1994,10,19,HQ01,292,23.12,6.062,13.786,77.125,384.31,0,18.14,16.74,17.351,.
AWE01,2,1994,10,20,HQ01,293,25.56,4.934,15.38,70.226,376.47,0,17.42,16.16,16.788,.
AWE01,2,1994,10,21,HQ01,294,24.37,13.63,17.764,67.397,297.52,0,17.83,16.68,17.172,.
AWE01,2,1994,10,22,HQ01,295,21.63,6.542,14.275,69.167,367.4,0,17.54,16.47,17.005,.
AWE01,2,1994,10,23,HQ01,296,14.59,1.219,8.7064,75.878,135.81,0.2,16.76,15.43,15.879,.
AWE01,2,1994,10,24,HQ01,297,15.32,-0.274,8.057,69.125,365.18,0,15.8,14.71,15.145,.
AWE01,2,1994,10,25,HQ01,298,13.22,-5.31,3.4768,65.674,372.84,0,14.85,13.09,13.753,.
AWE01,2,1994,10,26,HQ01,299,18.04,-5.011,6.8548,62.649,361.69,0,13.35,12.07,12.683,.
AWE01,2,1994,10,27,HQ01,300,20.96,6.369,13.113,51.247,351.06,0,13.74,12.56,13.065,.
AWE01,2,1994,10,28,HQ01,301,20.75,9.92,14.613,67.142,243.47,0,14.42,13.33,13.78,.
AWE01,2,1994,10,29,HQ01,302,19.28,11.97,14.368,63.801,217.19,0.2,14.85,13.94,14.454,.
AWE01,2,1994,10,30,HQ01,303,11.59,7.09,9.6225,88.449,22.317,4.6,14.85,13.88,14.315,.
AWE01,2,1994,10,31,HQ01,304,14.69,1.351,8.3867,77.192,244.75,2.1,14.51,13.54,13.93,.
AWE01,2,1994,11,1,HQ01,305,18.56,-0.333,10.567,65.49,263.47,0,13.78,12.4,12.979,.
AWE01,2,1994,11,2,HQ01,306,21.05,8.73,14.015,70.238,255.04,0,13.82,12.74,13.178,.
AWE01,2,1994,11,3,HQ01,307,10.96,6.706,9.1728,83.08,129.05,1.8,13.67,13.1,13.326,.
AWE01,2,1994,11,4,HQ01,308,6.417,4.284,5.0846,95.575,45.925,0.8,13.6,12.44,12.901,.
AWE01,2,1994,11,5,HQ01,309,13.63,4.627,7.1028,85.728,205.85,0,12.71,12.02,12.363,.
AWE01,2,1994,11,6,HQ01,310,18.82,0.046,9.9976,61.583,301.68,0,12.29,11.26,11.84,.
AWE01,2,1994,11,7,HQ01,311,21.42,9.54,14.993,61.821,263.45,0,12.72,11.7,12.16,.
AWE01,2,1994,11,8,HQ01,312,18.95,9.59,14.306,86.942,94.611,0,13.61,12.68,12.985,.
AWE01,2,1994,11,9,HQ01,313,10.17,2.226,6.5379,76.55,98.003,0,13.53,12.56,12.968,.
AWE01,2,1994,11,10,HQ01,314,13.32,-1.84,5.524,78.43,293.37,0,12.59,11.02,11.564,.
AWE01,2,1994,11,11,HQ01,315,14.45,6.118,8.9847,80.834,247.27,0,12.48,11.3,11.762,.
AWE01,2,1994,11,12,HQ01,316,16.55,6.552,11.09,82.455,211.93,0,12.51,11.64,12.044,.
AWE01,2,1994,11,13,HQ01,317,17.45,12.64,14.665,88.041,76.735,5.1,13.43,12.2,12.773,.
AWE01,2,1994,11,14,HQ01,318,13.35,4.436,9.1632,67.753,286.88,0,13.29,12.29,12.703,.
AWE01,2,1994,11,15,HQ01,319,13.57,-2.247,5.3542,67.201,290.33,0,12.38,10.97,11.509,.
AWE01,2,1994,11,16,HQ01,320,14.12,-3.276,6.3359,62.09,249.36,0,11.17,9.81,10.354,.
AWE01,2,1994,11,17,HQ01,321,14.71,6.504,11.154,77.793,81.491,1,11.34,10.35,10.709,.
AWE01,2,1994,11,18,HQ01,322,11.03,0.718,5.108,50.18,284.01,0,11.21,9.85,10.438,.
AWE01,2,1994,11,19,HQ01,323,9.11,2.918,6.1931,88.121,29.527,11.2,10.33,9.41,9.9175,.
AWE01,2,1994,11,20,HQ01,324,10.93,3.19,7.5464,92.189,68.118,24,10.63,9.73,10.316,.
AWE01,2,1994,11,21,HQ01,325,9.31,2.666,5.858,69.908,209.37,0,10.42,9.74,10.025,.
AWE01,2,1994,11,22,HQ01,326,4.039,-1.886,1.5242,82.795,94.362,0,9.92,9.31,9.5871,.
AWE01,2,1994,11,23,HQ01,327,11.44,-1.716,3.7758,77.827,269.31,0,9.3,8.35,8.7404,.
AWE01,2,1994,11,24,HQ01,328,11.79,-0.787,4.633,83.925,207.6,0,8.85,8.07,8.4392,.
AWE01,2,1994,11,25,HQ01,329,9.58,-4.002,3.209,93.521,79.945,0,8.59,7.79,8.185,.
AWE01,2,1994,11,26,HQ01,330,9.63,7.49,8.6883,94.154,48.021,0,9.68,8.48,8.9204,.
AWE01,2,1994,11,27,HQ01,331,10.49,1.389,5.3748,84.828,50.348,3.2,9.72,9.05,9.4696,.
AWE01,2,1994,11,28,HQ01,332,8.57,-3.084,1.8073,61.624,247.96,0,9,7.76,8.155,.
AWE01,2,1994,11,29,HQ01,333,6.775,-3.372,0.47933,65.488,249.66,0,7.78,6.67,7.0353,.
AWE01,2,1994,11,30,HQ01,334,12.15,-2.676,4.7301,50.938,237.11,0,6.638,5.95,6.2816,.
AWE01,2,1994,12,1,HQ01,335,18.26,4.81,10.4,48.584,247.11,0,7.34,6.345,6.6986,.
AWE01,2,1994,12,2,HQ01,336,16.87,6.196,11.144,63.441,233.88,0,8.09,7.26,7.5188,.
AWE01,2,1994,12,3,HQ01,337,16.11,6.57,10.958,93.168,139.74,0,9.24,8.04,8.5808,.
AWE01,2,1994,12,4,HQ01,338,17.16,1.552,11.515,89.689,122.77,0,10.28,8.73,9.3646,.
AWE01,2,1994,12,5,HQ01,339,0.643,-3.543,-1.4556,88.688,81.001,0.2,10.12,8.8,9.395,.
AWE01,2,1994,12,6,HQ01,340,-0.161,-4.001,-1.6547,101.55,13.675,25.2,8.87,6.647,7.5825,.
AWE01,2,1994,12,7,HQ01,341,-3.179,-7.9,-5.0001,96.771,150.59,1.8,6.637,5.851,6.2663,.
AWE01,2,1994,12,8,HQ01,342,-0.786,-3.867,-1.939,100.96,42.345,0,6.199,5.661,5.8965,.
AWE01,2,1994,12,9,HQ01,343,1.418,-8.24,-4.0587,95.529,297.46,8.1,5.972,5.382,5.6442,.
AWE01,2,1994,12,10,HQ01,344,1.247,-10.49,-4.9275,87.038,223.24,0,5.497,4.503,4.8645,.
AWE01,2,1994,12,11,HQ01,345,-1.526,-12.61,-6.3018,80.33,123.75,0,4.442,3.844,4.1312,.
AWE01,2,1994,12,12,HQ01,346,3.191,-7.49,-2.4337,82.468,212.93,0,3.903,3.438,3.7107,.
AWE01,2,1994,12,13,HQ01,347,3.875,-6.581,-1.6002,93.083,115.38,0,3.77,3.304,3.4661,.
AWE01,2,1994,12,14,HQ01,348,4.005,-1.652,1.251,94.142,20.785,0.2,3.646,3.001,3.3992,.
AWE01,2,1994,12,15,HQ01,349,10.54,-4.682,2.4417,87.174,219.99,0,4.159,3.114,3.6787,.
AWE01,2,1994,12,16,HQ01,350,9.11,1.777,3.8124,80.676,198.19,0.2,5.116,3.721,4.5545,.
AWE01,2,1994,12,17,HQ01,351,13.19,-1.641,4.7578,66.042,217.53,0,5.135,4.459,4.8035,.
AWE01,2,1994,12,18,HQ01,352,10.06,-6.182,1.8254,76.863,222.81,0,5.085,4.247,4.5376,.
AWE01,2,1994,12,19,HQ01,353,14.93,3.773,8.2088,63.38,214.79,0,5.22,4.295,4.6213,.
AWE01,2,1994,12,20,HQ01,354,5.402,0.691,2.6395,91.679,31.782,0.8,5.48,5.077,5.2388,.
AWE01,2,1994,12,21,HQ01,355,4.235,-3.629,1.078,99.05,71.188,0.8,5.793,4.973,5.3675,.
AWE01,2,1994,12,22,HQ01,356,1.428,-2.305,-0.09129,103.66,68.349,0,5.736,4.83,5.253,.
AWE01,2,1994,12,23,HQ01,357,6.486,-4.432,0.06875,97.498,133.92,0,5.784,5.143,5.4268,.
AWE01,2,1994,12,24,HQ01,358,2.364,-7.65,-3.0699,102.18,124.58,0,5.526,4.464,4.8855,.
AWE01,2,1994,12,25,HQ01,359,12.57,-6.062,1.1049,85.03,217.25,0,4.779,4.029,4.3166,.
AWE01,2,1994,12,26,HQ01,360,15.17,-5.27,4.2002,75.695,230.77,0,4.19,3.823,4.0054,.
AWE01,2,1994,12,27,HQ01,361,15.23,1.476,7.4586,72.25,220.5,0,5.364,4.169,4.5547,.
AWE01,2,1994,12,28,HQ01,362,10.09,-2.18,2.5004,89.204,199.77,0,5.298,4.426,4.8033,.
AWE01,2,1994,12,29,HQ01,363,3.542,-2.178,0.67896,95.688,64.772,0,5.335,4.646,4.9545,.
AWE01,2,1994,12,30,HQ01,364,3.855,-2.684,1.531,97.75,38.635,0,5.38,4.619,4.9783,.
AWE01,2,1994,12,31,HQ01,365,2.43,-9.59,-2.8942,100.41,59.583,6,5.419,4.887,5.133,.
AWE01,2,1995,1,1,HQ01,1,-6.356,-12.95,-9.9835,84.626,235.76,.,5.046,4.44,4.7642,.
AWE01,2,1995,1,2,HQ01,2,-0.104,-13.81,-7.9256,83.749,234.31,.,4.547,4.122,4.3079,.
AWE01,2,1995,1,3,HQ01,3,-6.756,-15.97,-9.4702,74.36,239.53,.,4.284,3.835,4.0432,.
AWE01,2,1995,1,4,HQ01,4,-10.01,-17.54,-14.361,77.292,245.61,.,3.855,3.464,3.6509,.
AWE01,2,1995,1,5,HQ01,5,-1.185,-20.29,-7.6722,83.727,167.23,1,3.502,2.998,3.3083,.
AWE01,2,1995,1,6,HQ01,6,-1.166,-10.89,-4.9819,94.071,49.807,2,3.361,2.822,3.1588,.
AWE01,2,1995,1,7,HQ01,7,-4.511,-19.74,-11.262,79.419,236.54,.,3.34,3.021,3.1885,.
AWE01,2,1995,1,8,HQ01,8,1.079,-9.2,-4.038,84.092,232.62,.,3.266,2.992,3.1108,.
AWE01,2,1995,1,9,HQ01,9,4.227,-11.47,-4.153,91.336,196.58,.,3.363,3.044,3.1853,.
AWE01,2,1995,1,10,HQ01,10,6.524,-2.999,0.84862,96.658,161.8,.,3.447,2.905,3.1958,.
AWE01,2,1995,1,11,HQ01,11,6.149,0.966,2.857,102.54,129.6,.,3.513,2.831,3.168,.
AWE01,2,1995,1,12,HQ01,12,9.71,-0.53,3.9813,93.738,149.35,.,4.359,3.107,3.7194,.
AWE01,2,1995,1,13,HQ01,13,3.76,0.32,1.9568,98.325,107.54,.,4.465,3.802,4.156,.
AWE01,2,1995,1,14,HQ01,14,0.301,-2.636,-0.96021,102.24,65.159,.,4.523,3.992,4.2418,.
AWE01,2,1995,1,15,HQ01,15,13.13,-5.657,3.5634,80.538,214.26,.,4.515,3.866,4.1931,.
AWE01,2,1995,1,16,HQ01,16,13.31,7.23,10.048,63.048,69.366,.,5.374,4.497,4.821,.
AWE01,2,1995,1,17,HQ01,17,11.48,-3.876,1.9617,70.978,254.83,.,5.594,5.02,5.3134,.
AWE01,2,1995,1,18,HQ01,18,4.715,-7.05,-1.3798,85.683,114.18,.,5.076,3.972,4.3598,.
AWE01,2,1995,1,19,HQ01,19,8.69,-7.38,-0.27317,78.464,256.47,.,4.267,3.601,3.8762,.
AWE01,2,1995,1,20,HQ01,20,7.11,-8.8,-1.1173,83.734,192.97,.,3.866,3.163,3.4101,.
AWE01,2,1995,1,21,HQ01,21,1.752,-9.06,-4.4385,76.255,260.61,.,3.381,2.932,3.1473,.
AWE01,2,1995,1,22,HQ01,22,2.253,-9.89,-3.4677,78.777,210.63,.,3.112,2.592,2.8044,.
AWE01,2,1995,1,23,HQ01,23,7.03,-7.22,-1.0173,69.418,255.38,.,2.652,2.424,2.539,.
AWE01,2,1995,1,24,HQ01,24,12,-7.64,1.61,68.837,271.62,.,2.593,2.291,2.4208,.
AWE01,2,1995,1,25,HQ01,25,5.873,-6.99,-1.7525,79.07,275.95,.,2.527,2.165,2.3151,.
AWE01,2,1995,1,26,HQ01,26,10.96,-5.636,2.7098,84.869,181.24,2,2.421,1.874,2.2401,.
AWE01,2,1995,1,27,HQ01,27,6.467,1.719,4.7116,103,43.047,3.7,3.75,2.034,2.7765,.
AWE01,2,1995,1,28,HQ01,28,1.171,-0.407,0.12137,99.813,16.778,9.4,3.885,3.231,3.4956,.
AWE01,2,1995,1,29,HQ01,29,-0.435,-8.13,-2.1677,92.854,61.227,.,3.543,3.181,3.3404,.
AWE01,2,1995,1,30,HQ01,30,7.32,-9.99,-1.9222,86.993,259.89,.,3.399,2.632,2.9305,.
AWE01,2,1995,1,31,HQ01,31,15.29,-0.91,6.4125,74.756,283.61,.,3.346,2.508,2.788,.
AWE01,2,1995,2,1,HQ01,32,17.19,2.282,9.4134,72.902,244.35,.,4.628,3.221,3.6562,.
AWE01,2,1995,2,2,HQ01,33,15.63,1.77,8.0783,80.521,128.94,1,5.22,4.395,4.7038,.
AWE01,2,1995,2,3,HQ01,34,6.879,-1.638,3.44,80.491,85.554,.,5.437,5.021,5.1704,.
AWE01,2,1995,2,4,HQ01,35,8.13,-5.967,-0.14392,70.871,218.81,.,4.972,3.932,4.4278,.
AWE01,2,1995,2,5,HQ01,36,5.719,-5.328,-0.62792,74.866,225.26,.,4.552,3.809,4.1832,.
AWE01,2,1995,2,6,HQ01,37,7.36,-9.03,-1.5049,81.178,261.09,.,4.464,3.544,3.8956,.
AWE01,2,1995,2,7,HQ01,38,1.458,-6.162,-2.457,66.407,286.45,.,3.705,3.122,3.3858,.
AWE01,2,1995,2,8,HQ01,39,5.27,-12.92,-2.8249,56.875,285.5,.,3.18,2.662,2.9584,.
AWE01,2,1995,2,9,HQ01,40,10,-3.18,3.2642,51.177,203.78,.,3.516,2.678,2.9168,.
AWE01,2,1995,2,10,HQ01,41,4.447,-2.606,1.6257,54.224,262.41,.,3.641,3.123,3.3696,.
AWE01,2,1995,2,11,HQ01,42,-2.171,-13.71,-7.0985,49.698,317.65,.,3.684,2.988,3.2633,.
AWE01,2,1995,2,12,HQ01,43,-4.183,-15.02,-8.6593,81.247,142.42,1,2.996,2.468,2.7149,.
AWE01,2,1995,2,13,HQ01,44,-3.781,-12.67,-6.8732,91.125,97.858,.,2.546,2.265,2.4068,.
AWE01,2,1995,2,14,HQ01,45,1.029,-4.309,-1.9877,92.192,44.319,.,2.536,1.722,2.2861,.
AWE01,2,1995,2,15,HQ01,46,2.291,-7.45,-2.6313,80.356,225.99,0.5,2.48,1.751,2.2439,.
AWE01,2,1995,2,16,HQ01,47,9.03,-10.61,-1.9938,69.22,349.25,.,2.451,2.119,2.2515,.
AWE01,2,1995,2,17,HQ01,48,14.66,-5.851,5.1996,52.631,349.81,.,2.596,2.093,2.2537,.
AWE01,2,1995,2,18,HQ01,49,19.73,3.555,9.922,45.26,359.49,.,3.951,2.404,2.8453,.
AWE01,2,1995,2,19,HQ01,50,15.56,-1.592,7.2973,57.683,350.81,.,4.601,3.514,3.9446,.
AWE01,2,1995,2,20,HQ01,51,18.63,3.078,10.792,49.359,354.6,.,5.591,4.269,4.7513,.
AWE01,2,1995,2,21,HQ01,52,20.29,1.58,10.348,51.414,317.16,.,6.183,4.801,5.2899,.
AWE01,2,1995,2,22,HQ01,53,22.97,8.67,14.602,49.159,292.79,.,7.3,5.826,6.3192,.
AWE01,2,1995,2,23,HQ01,54,14.62,2.538,8.2622,64.469,362.18,.,7.32,6.353,6.8105,.
AWE01,2,1995,2,24,HQ01,55,14.4,-4.069,5.5519,46.576,365.2,.,7.15,5.736,6.4007,.
AWE01,2,1995,2,25,HQ01,56,25.27,9.33,16.859,50.72,381.77,.,8.04,6.447,6.9204,.
AWE01,2,1995,2,26,HQ01,57,15.27,6.464,12.667,95.438,49.014,2,8.82,8.06,8.3575,.
AWE01,2,1995,2,27,HQ01,58,4.621,-1.354,0.956,100.6,45.575,.,8.97,7.6,8.305,.
AWE01,2,1995,2,28,HQ01,59,-1.308,-7.49,-4.5104,82.195,182.23,0.4,7.7,6.07,6.7515,.
AWE01,2,1995,3,1,HQ01,60,-4.819,-8.18,-6.8844,74.895,160.92,0.4,6.08,4.771,5.2779,.
AWE01,2,1995,3,2,HQ01,61,-3.438,-10.39,-7.1605,70.182,257.12,0.3,4.827,4.311,4.5265,.
AWE01,2,1995,3,3,HQ01,62,1.477,-12.16,-5.3181,80.116,340.88,.,4.518,3.773,4.0812,.
AWE01,2,1995,3,4,HQ01,63,1.306,-4.317,-0.4235,95.496,43.632,2.5,4.103,3.345,3.7438,.
AWE01,2,1995,3,5,HQ01,64,2.372,-1.383,0.55958,95.946,90.753,.,4.638,3.458,4.1335,.
AWE01,2,1995,3,6,HQ01,65,0.604,-10.49,-2.3576,100.5,32.342,9.1,4.701,3.894,4.3132,.
AWE01,2,1995,3,7,HQ01,66,-6.456,-15.72,-10.978,84.401,377.02,.,4.322,3.642,3.96,.
AWE01,2,1995,3,8,HQ01,67,-4.874,-17.13,-10.798,74.988,392.84,.,3.807,3.424,3.6224,.
AWE01,2,1995,3,9,HQ01,68,12.3,-9.02,2.1492,65.478,390.79,.,3.81,3.296,3.4806,.
AWE01,2,1995,3,10,HQ01,69,18.21,4.847,11.097,47.378,405.93,.,5.452,3.661,4.1715,.
AWE01,2,1995,3,11,HQ01,70,22,8.71,14.383,60.552,377.96,.,7.44,5.357,5.9349,.
AWE01,2,1995,3,12,HQ01,71,17.94,13.4,15.711,82.888,76.66,0.3,8.54,7.34,7.7946,.
AWE01,2,1995,3,13,HQ01,72,15.71,12.05,13.04,100.86,52.604,63.3,9.76,8.3,8.975,.
AWE01,2,1995,3,14,HQ01,73,20.36,11.6,14.745,89.38,260.96,2.3,11.38,9.43,10.178,.
AWE01,2,1995,3,15,HQ01,74,22.04,8.66,13.7,83.44,339.27,.,12.15,10.38,11.167,.
AWE01,2,1995,3,16,HQ01,75,23.89,3.996,13.748,72.456,409.39,.,12.29,10.66,11.447,.
AWE01,2,1995,3,17,HQ01,76,23.11,6.552,14.14,71.588,387.55,.,12.49,10.98,11.717,.
AWE01,2,1995,3,18,HQ01,77,19.84,7.98,14.207,71.529,426.98,.,12.92,11.58,12.212,.
AWE01,2,1995,3,19,HQ01,78,25.88,7.6,15.816,71.415,351.48,.,13.05,11.5,12.22,.
AWE01,2,1995,3,20,HQ01,79,18.56,6.686,12.527,65.59,428.43,.,12.98,12.2,12.58,.
AWE01,2,1995,3,21,HQ01,80,25.11,3.893,15.993,60.82,439.24,.,12.83,11.2,11.972,.
AWE01,2,1995,3,22,HQ01,81,29.96,10.86,19.065,61.311,402.12,.,13.65,12.14,12.785,.
AWE01,2,1995,3,23,HQ01,82,18.95,6.046,12.621,61.444,477.28,.,13.52,12.3,12.954,.
AWE01,2,1995,3,24,HQ01,83,19.15,4.161,11.822,65.6,412.48,.,13.18,11.85,12.553,.
AWE01,2,1995,3,25,HQ01,84,15.48,9.84,12.816,79.993,66.343,26.4,13.13,12.11,12.662,.
AWE01,2,1995,3,26,HQ01,85,18.76,3.362,12.145,73.838,425.57,.,13.27,12.16,12.666,.
AWE01,2,1995,3,27,HQ01,86,10.91,2.14,5.5266,67.627,330.65,.,12.94,10.85,11.522,.
AWE01,2,1995,3,28,HQ01,87,9.13,1.067,4.8646,68.192,391.22,.,11.03,9.74,10.364,.
AWE01,2,1995,3,29,HQ01,88,6.677,-4.164,1.2583,75.635,309.66,.,10.51,9.39,9.9583,.
AWE01,2,1995,3,30,HQ01,89,8.53,-6.095,1.4419,71.593,490.24,.,10.21,8.45,9.3267,.
AWE01,2,1995,3,31,HQ01,90,12.22,-2.571,5.8268,67.123,389.36,.,10.33,8.81,9.5113,.
AWE01,2,1995,4,1,HQ01,91,19.09,1.399,9.9693,58.961,530.48,.,11.16,9.47,10.17,.
AWE01,2,1995,4,2,HQ01,92,25.56,2.48,15.731,46.326,503.34,.,11.89,9.95,10.798,.
AWE01,2,1995,4,3,HQ01,93,21.44,7.73,14.83,55.048,470.66,0.7,13.24,11.44,12.09,.
AWE01,2,1995,4,4,HQ01,94,8.68,-0.654,4.551,49.21,534.58,.,13.13,11.55,12.259,.
AWE01,2,1995,4,5,HQ01,95,23.27,1.589,13.076,49.038,528.58,.,12.66,10.88,11.743,.
AWE01,2,1995,4,6,HQ01,96,18.55,10.36,14.332,82.459,188.19,.,13.48,12.22,12.668,.
AWE01,2,1995,4,7,HQ01,97,26.42,9.56,16.35,80.075,478.34,.,14.51,12.37,13.191,.
AWE01,2,1995,4,8,HQ01,98,28.74,9.33,17.522,79.809,438.3,.,15.68,13.26,14.173,.
AWE01,2,1995,4,9,HQ01,99,10.7,4.703,8.3952,97.663,46.482,0.2,15.68,13.33,14.542,.
AWE01,2,1995,4,10,HQ01,100,5.057,2.998,4.1216,101.82,41.628,30.2,13.31,11.19,12.213,.
AWE01,2,1995,4,11,HQ01,101,3.113,0.264,1.6905,91.442,155.86,2.5,11.47,9.97,10.683,.
AWE01,2,1995,4,12,HQ01,102,13.92,0.065,5.8135,70.175,396.09,.,10.08,9.03,9.5038,.
AWE01,2,1995,4,13,HQ01,103,22.34,0.566,12.764,60.818,515.8,.,11.77,9.12,10.058,.
AWE01,2,1995,4,14,HQ01,104,26.48,14.63,20.624,48.898,381.47,.,13.27,11.44,12.08,.
AWE01,2,1995,4,15,HQ01,105,21.79,10.52,16.026,56.495,525.03,.,14.46,12.71,13.398,.
AWE01,2,1995,4,16,HQ01,106,14.31,7.97,11.138,88.722,101.38,13.2,14.42,13.23,13.692,.
AWE01,2,1995,4,17,HQ01,107,10.89,6.552,8.2782,97.25,42.889,10.3,13.54,12.03,12.763,.
AWE01,2,1995,4,18,HQ01,108,13.26,6.349,9.9238,77.96,427.13,2.7,12.57,11.95,12.25,.
AWE01,2,1995,4,19,HQ01,109,15.87,0.852,9.3534,74.65,457.35,4.8,13.19,11.39,12.115,.
AWE01,2,1995,4,20,HQ01,110,10.77,4.068,8.731,90.842,169.73,4.7,13.18,12.49,12.745,.
AWE01,2,1995,4,21,HQ01,111,10.79,0.887,5.5198,83.731,241.39,0.3,12.44,11.12,11.636,.
AWE01,2,1995,4,22,HQ01,112,13.94,-0.693,8.2313,71.423,345.47,.,11.71,10.49,11.064,.
AWE01,2,1995,4,23,HQ01,113,16.88,6.531,11.273,60.079,477.45,.,13.24,11.3,11.945,.
AWE01,2,1995,4,24,HQ01,114,16.73,4.839,10.215,64.314,575.95,.,13.74,11.93,12.75,.
AWE01,2,1995,4,25,HQ01,115,21.9,6.204,14.755,62.925,546.61,.,14.13,12.3,13.161,.
AWE01,2,1995,4,26,HQ01,116,15.2,4.227,10.03,84.902,55.333,8.6,14.11,12.8,13.477,.
AWE01,2,1995,4,27,HQ01,117,16.57,-0.285,8.6822,67.569,623.89,.,13.65,11.34,12.325,.
